frameNumber,windowSize,XYError,timeToFuture,time,fps,currentCenterX,currentCenterY,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,angleOfApproach,XFrameSpeed,YFrameSpeed,occupiedHeights,predictedX,predictedY
0,4,10,1,1657517624.841721,1.609423462189156,320,143,339,201,302,204,40.980205194572854,410.8238961407856,183.58692858791358,0.1736111111111111,320.0,143.0
1,4,10,1,1657517625.6086667,17.90509365981934,321,135,325,125,317,120,42.214304358728306,0.6468843993094231,-5.175075194475385,0.4097222222222222,320.56336908764,138.49304729887967
2,4,10,1,1657517625.6754904,8.952393962161054,322,138,328,125,316,118,41.958093110547324,0.6200806105503341,1.8602418316510023,0.3888888888888889,321.04224605842666,138.32869819925313
